text
Colgó Piatti al área una falta lateral y el central se adelantó a Kepa para rematar alto
"Colgó Susaeta un balón aéreo al área y el ariete, que se suspendió en el aire,"
Es dueño y serñor de estos primeros compases
"Sentó a su par con una gran recorto, se perfiló para el disparo, pero acabó perdiendo el cuerto ante David López"
para cortar el balón interior de Susaeta para el desmarque de Aduriz
"cuando controló el esférico en la frontal, pero el colegiado no vio nada punible"
No cabeceó bien el central
y provocó el ariete el saque de esquina tras tocar el esférico en David López
su primera posesión larga
Llegó de nuevo el Espanyol
", pero su pase atrás lo sacó Laporte con contundencia"
No encontró rematador en el área tras penetrar por banda derecha
¡Cooooomienza el partido! Athletic 0 - Espanyol 0
de ambos equipos para este
que está a punto de comenzar
Se retiran los jugadores a vestuarios para recibir la última charla técnica
cuando falta media hora para que comience el encuentro
para que salten los jugadores a calentar
En el conjunto perico esperarán su turno:
Son suplentes en el conjunto bilbaíno:
En el
saltarán
Ya hay
Juegan de inicio:
Athletic-Espanyol en directo online
"El extremo llega lanzado, sevillista de corazón aguó la fiesta al Betis en su último partido demostrando un gran nivel"
"En el plano deportivo,"
"El primero obligado, y es que Gerard se perderá"
como así la han catalogado los pericos
"Otra de las variaciones que podría introducir es la de Reyes, quien hizo un gran partido desde el banquillo y podría haberse ganado un puesto en el once"
Los de
"La ecuación para jugar en Europa no es sencilla, pero los dos tropiezos consecutivos del"
"Son cinco puntos los que tienen con los amarillos, pero el Athletic es un rival directo por la séptima plaza que también podría llevar a Europa"
Espanyol
"El delantero hizo un gran partido ante Osasuna, se gustó e hizo disfrutar a su equipo  Si mantiene esa línea será uno de los hombres del choque"
"Ante Osasuna Valverde no pensó que jugaban contra el colista y jugó con todo, estrategia que podría repetir ante el Espanyol"
y pondrá el once de gala para seguir sumando
Ante
"ganaba de manera holgada y se acabó relajado y pidiendo la hora, pese a ello, logró los tres puntos y sigue con su buena racha  E"
", por lo que ha conseguido aprovechar los dos tropiezos consecutivos del Villarreal"
para seguir apretando y lograr la sexta plaza
Athletic de Bilbao
Europa se decide en San Mamés  El Athletic ha aprovechado los tropiezos del Villarreal y se ha puesto a un sólo punto de la sexta plaza
", pero una victoria en San Mamés es vital para sigan creyendo"
Previa del Athletic vs Espanyol: 30º jornada de LaLiga Santander
Bienvenido a la narración del
de la trigésima jornada de LaLiga Santander que se disputa el martes a las
¡Muchas gracias por seguir el partido a través de AS com!
", según la Cope"
Espectaculares datos de los rojiblancos:
El
recupera sensaciones:
"Los de Eusebio tuvieron el dominio de la pelota, pero les costó acercarse con peligro al área de Oblak  Sin embargo,"
"y pudieron lograr una victoria más abultada, pero se encontraron con un"
Los rojiblancos mantienen la tercera plaza en la clasificación y la Real se queda fuera de los puestos europeos
¡Final! Atlético 1 - Real Sociedad 0
Dos minutos de prolongación
Disparo de Giménez desde la frontal que se va lejos de la portería de Rulli
¡Desvió el balón en un remate a bocajarro de Giménez en el área pequeña!
"¡Mano a mano de Carrasco con el guardameta, que le aguanta perfecto y le acaba robando el balón antes del disparo!"
Oblak atrapa bien por alto el balón tras un saque de esquina a favor de los visitantes
¡Disparo lejano de
que bloca muy seguro Rulli!
"¡Recoge un rechace dentro del área, dispara raso y el balón se va rozando el palo!"
Simeone no lo ve claro en la banda  Da órdenes desde la banda
Están notando el cansancio los jugadores de ambos conjuntos  Demasiadas imprecisiones en los últimos minutos
Disparo lejano de Canales que se va lejos de la portería de Oblak
¡Lo intenta
"con un tiro desde fuera del área, pero no encuentra portería!"
Lanza la falta Gabi y el balón va directo a las manos de Rulli
POR UNA FALTA SOBRE CARRASCO EN LA BANDA IZQUIERDA
Centro de Yuri al corazón del área que atrapa sin problemas Oblak
"Domina la Real, pero no encuentra espacios para crear peligro sobre la meta de Oblak"
POR UNA DURA ENTRADA SOBRE KOKE
POR UNA ENTRADA SOBRE GABI
POR PERDER TIEMPO PARA RETRASAR UN SAQUE DE BANDA
Envío desde la derecha de Elustondo que repele la defensa local sin problemas
¡Centro de
desde la izquierda que se pasea por el área pequeña sin encontrar rematador!
60% de posesión para la Real también en este segundo tiempo
Acción de peligro de
invalidada por fuera de juego
Salen las asistencias para atender a Saúl que se ha hecho daño en un salto
Disparo de Filipe desde la frontal que se va muy desviado  Le pegó de primeras llegando desde atrás
Lanza la falta Canales y el balón pega en la barrera
Casi pegada a la frontal del área
¡Arranca el segundo tiempo! Atlético 1 - Real Sociedad 0
"La Real Sociedad dominó el esférico desde el comienzo, pero fue el conjunto de Simeone el que abrió el marcador con un"
Los de Eusebio se quedaron tocados y
en una doble ocasión que falló inexplicablemente
Todo en juego para la segunda parte
¡Descanso! Atlético 1 - Real Sociedad 0
¡Remate a bocajarro de Carrasco que saca el guardameta con el pie!
tras una dejada de cabeza de Xabi Prieto!
Centro de Vela desde la izquierda que repele la defensa rojiblanca sin problemas
Ahora es el Atlético el que domina el choque con claridad  El gol ha hecho daño a los de Eusebio
Salen las asistencias
¡Disparo de
desde la frontal que bloca bien Rulli!
"¡Remató al palo con Rulli ya batido, y en el rechace mandó el balón al lateral de la red!"
Se ha quedado tocado el conjunto vasco tras el gol cuando controlaban el encuentro
Advierte el colegiado a Granero tras una entrada sobre Saúl en el medio campo
¡¡¡GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL DEL ATLÉTICO!!!
¡¡Lanza la falta
y el disparo se va por encima del larguero!!
Gabi derribó a Vela cerca de la frontal
"¡Balón largo hacia Griezmann, que encara hacia portería y su tiro lo repele el guardameta en una buena intervención!"
¡Fuerte disparo de
desde la frontal que pega en un defensor y se va desviado!
"¡Centro raso de Juanfran que nadie despeja, Griezmann dispara desde la frontal y el balón se marcha fuera después de tocar en un defensor! Undiano pita puerta"
Le dura poco la pelota al conjunto de Simeone
"Tercer córner a favor de los visitantes y, de nuevo, sin peligro para Oblak"
Centro de Vela desde la izquierda que repele la defensa en el corazón del área
tras el remate de cabeza de Willian José después del córner!
¡Segundo córner a favor de la Real Sociedad!
", pero Savic logra desviar la pelota!"
Falta lejana a favor de la Real  La colgará Granero
Ha salido mejor la Real en el inicio del encuentro  Simeone no lo ve claro desde la banda
que iba bien dirigido!
"cuelga el balón al área tras el saque en corto del córner, pero la defensa local desvía el peligro"
Cuelga la falta Granero y Godín manda el balón a córner
¡Buena falta lateral a favor de la Real! Cercana al córner
"Primera llegada de Yuri por la izquierda, pero su centro se va demasiado pasado"
¡Comienza el partido! Atlético 0 - Real Sociedad 0
¡Saltan los jugadores al terreno de juego!
¡Últimas instrucciones del Simeone y Eusebio a sus jugadores!
La Real Sociedad espera poner fin a la mala racha:
buscará ampliar su cuenta ante su exequipo:
Los datos favorecen al
", sobre el posible interés del Real Madrid en Theo Hernández:"
La
tendrá apoyo en la grada:
El árbitro del encuentro:
Suplentes del equipo de Eusebio:
Alineación de la Real Sociedad:
Banquillo del conjunto rojiblanco:
Once del Atlético:
Alineaciones confirmadas del Atlético vs Real Sociedad
Luce el sol en Madrid a menos de hora y media para que arranque el partido:
¡La
ya está en el Calderón!
Atlético-Real Sociedad en directo online
El delantero vio puerta ante el Leganés y fue de lo mejor de su equipo  Su velocidad a la contra puede ser crucial en el Calderón
Eusebio dio descanso ante el
"a Oyarzabal, por lo que apunta a titular  El técnico txuri urdim quiso dar descanso a su jugador más desequilibrante para que llegue fresco a una cita tan importante"
"Los txuri urdim están inmersos en una muy interesante pugna con el Villarreal  La Real partía por detrás, pero ahora están por delante, eso sí no han podido aprovechar dos derrotas consecutivas de los amarillos"
"que están manteniendo, por ello, se torna en decisiva la victoria en el Calderón  A pesar de ello, los vascos son conscientes de la complicación del partido ante un rival enrachado"
Real Sociedad
"El madrileño apunta de nuevo al once y está muy confiado  En abril de 2016 firmó un gran mes y se ganó continuar, en 2017 de momento lo comenzó con un partidazo ante el Málaga"
"Simeone, obligado por las bajas, varió su once y también pensó en la Real  Por ello, se esperan cambios en el equipo"
"Mientras, Godín que tuvo descanso también apunta al equipo, el que parece que no llegará es Gameiro, que continúa lesionado y no quieren forzar pensando en el derbi  Eso sí,"
Las victorias ante el
le han hecho iniciar una bonita lucha con los hispalenses después de que pareciese que la diferencia era amplia
"lo que les hace llegar enrachados a un encuentro tan importante como es el de la Real Sociedad  Sus pinchazos y los del Villarreal les han alejado de la cuarta plaza, pero saben que una derrota volvería a avivar, cuanto menos la opción  Por ello, quieren la victoria para acabar con cualquier posibilidad de perder la zona Champions"
Atlético
Mismo objetivo con distinto fin en el Calderón
", pero los colchoneros para continuar en la lucha por la tercera posición y los txuri urdim para la pelea por la quinta"
Previa del Atlético vs Real Sociedad: 30º jornada de LaLiga Santander
Bienvenido a la narración del
de la trigésima jornada de LaLiga Santander que se disputa el
y vuelve a dejar una mala imagen en el Benito Villamarín
para llegar ya a los 51 y
en la segunda mitad  Supo sufrir el conjunto amarillo ante
"durante gran parte del encuentro y pudo perder por más durante varias fases del partido, pero"
¡Final! Betis 0 - Villarreal 1
"Penetró en área grande con habilidad por el carril derecho, amagó el centro y sacó el disparo al palo corto encontrándose con la madera"
para el desmarque de Jaume Costa
Atienden las asistencias médicas a Dos Santos
Se tira al suelo y se duele de cansancio
hasta en dos ocasiones sendos centros de Joaquín y Donk
y cuando armaba el disparo se encontró con el central del Villarreal
para atrapar un centro de Joaquín al punto de penalti
Ocasión para el Betis para colgar el balón al área
Se encontró con la madera en el disparo raso al palo corto
manso de cabeza de Sanabria
"Disparó Rubén Castro cruzado y el delantero fue al suelo para en el segundo palo para remachar a puerta vacía, pero no logró impactar el balón"
No logró rematar en el primer palo Bakambu un centro de Adrián  Roza el segundo el Villarrreal
en área grande el pase atrás de Adrián  Recupera la defensa del Betis
"Otra vez se colaba Rubén Castro en área pequeña, pero el central estuvo providencial para taponar el disparo"
y el centro al área del malagueño acabó en manos de Adán
y recupera el Betis en banda derecha
", pero parece que continuará tras ser atendido por los médicos"
"Habilitó Pardo al aparaguayo y este bajó el balón, pero estuvo rápdio Andrés para ir al suelo y hacerse con el balón"
"Toca, toca y toca el Villarreal sin prisa cuando tiene el balón"
Reclamó con insistencia una posible falta de Mario
Nervios en la defensa bética
", pero el colegiado ni amagó con señalar la pena máxima"
Cartulina amarilla para el mexicano
en esta segunda mitad  Espera el Villarreal ahoar más agazapado
y recupeara Rodri para el Villarreal
Persiguió el central a Sanabria y le derribó por detrás
en el recorte del serbio en área grande
Le advierte verbalmente el colegiado
"Colgó Joaquín el esférico en el saque de esquina, templó de nuevo el cuero Ceballos en el vértice contrario y"
Tapona José Ángel el centro de Joaquín y el cuero se marcha por línea de fondo
"en la frontal, pero se interpuso Bruno"
para evitar la carrera del lateral  Balón que se pierde por línea de fondo
Se escuchan cada vez más pitos en el Villamarín
Combinó en la frontal con Sanabria y no dudó en chutar desde lejos aunque sin fortuna
Lo intentaba por primera vez el mito verdiblanco
Lo pasa mal el Betis en defensa
Corta Víctor Ruiz
"Sacó el centro Sanabria, pero el ariete no impactó bien el balón con la cabeza"
Se dolía de un golpe en la cara
Se tira al suelo el 19 del Villarreal
y aunque sacó el centro raso al área solo encontró la pierna de Rodri
Continúan los mismos 22 futbolistas
¡Comienza la segunda mitad! Betis 0 - Villarreal 0
Mucha igualadad y pocas ocasiones claras en un partio de poco ritmo y mucho juego en la medular
¡Descanso! Betis 0 - Villarreal 0
en los últimos compases de la primera mitad
cuando le presionaba para robar el balón en campo bético  Había hecho la cobertura el mediocampista
Esta vez llegó bien Castillejo para penetrar en el árae y ceder al lateral  Córner para el Villarreal
en los últimos minutos tras haber bajado el ritmo
"y el ariete, solo y libre de marca,"
corto estrellando el balón en la madera por fuera
Logró hacerse en el segundo palo con un balón colgado en una falta lejana
Derribó a Soriano con dureza cuando este se había hecho con un balón dividido
Qué gran pase de Soriano al espacio
para cortar la carrera de Sansone
un balón prolongado por Ceballos en la medular
para el posible remate de Sansone
", pero el colegiado estaba cerca y no vio nada punible"
Se equilibra el encuentro
Está ayudando mucho el 10 del Betis en la poca circulación del balón de su equipo
Apareció el serbio en el vértice del área y probó fortuna con un disparo cruzado que se marchó alto
"en ataque, pero no logró controlar el esférico el ariete y perdió la posesión ante Víctor Ruiz"
por el perfil izquierdo  Muy activo el extremo del Villarreal
Sacará Andrés Fernández de portería
Atento el meta por alto
Tiene que bajar mucho a recibir el delantero
para el desmarque de Sanabria
"No se mueve el marcador, pero domina el Villarreal con firmeza"
"Le habilitó Sansone en área grande y cuando tenía a Adrián solo en el segundo palo, probó la acción individual perdiendo el esférico"
Llegó con facilidad a las inmediaciones del área Soriano
para mandar a la banda la carrera de Castillejo
Falta de Soriano sobre Brasanac en la medular  Firme la media del Villarreal
porque los centrales béticos no logran generar circulación
Comienza a entrar en contacto con el balón el 10 del Betis
"Intentaba llegar el Betis por banda derecha, pero"
en la entrega para Sanabria y
que había interceptado el pase
pero no logra acercarse con peligro  Desaparecidos los hombres de ataque verdiblancos
Penetró Sansone en área grande gracias a un balón milimétrico de Soriano y nada pudo hacer ante la imperial salida de Adán tapando todos los huecos
"Se hizo hueco en la frontal, perfiló el disparo con pierna derecha y chutó abajo obligando a la estirada a Andrés Fernández"
Lo intentó el Betis por banda derecha gracias a un centro de Brasanac
Se equivocó un hasta ahora desaparecido Ceballos
Se plantó en la frontal del área el ariete y disparó cruzado rozando el palo
"ante un Betis que intenta llegar, pero no domina el balón"
Se le quedó el balón franco al ariete y anotó el primero porque se cruzó el central
Quiere tener el joven mediocampista el cuero para dirigir el partido
y el cuero acabó en manos de Adán
No tiene prisa el Villarreal en estos primeros compases
por banda izquierda  Sacará de banda el Villarreal en campo bético
Ha comenzado el Betis llevando la iniciativa
Cortó Musacchio de cabeza para recuperar el esférico
Lo intentó Durmisi por el carril izquierdo  Saque de esquina para el Betis
¡Coooooomienza el partido! Betis 0 - Villarreal 0
Saltan los jugadores al terreno de juego
¡10 minutos para el inicio! ¡Todo listo en el vestuario local!
¡Calientan  ambos conjuntos sobre el césped del
", que será titular en el partido de hoy, en el"
"El escenario del encuentro, en perfectas condiciones:"
Banquillo del conjunto de Escribá:
Suplentes del equipo verdiblanco:
Alineación del Villarreal: A
Once del Betis:
Alineaciones confirmadas del Betis vs Villarreal
¡Ya están los dos equipos en el Villamarín!
Betis-Villarreal en directo online
", cuando su nível bajó también lo hizo el de sus compañeros"
"Dos derrotas inesperadas ante Las Palmas y Eibar,"
", les han dejado tocados  Su suerte es que la Real Sociedad también ha flojeado y sólo les ha sacado un punto de ventaja, pese a ello, saben que no se pueden permitir una nueva derrota"
"La semana será dura y eso le hace optar por los cambios, pero los jugadores que introdujo de refresco ante el Eibar no mejoraron al equipo, por lo que duda si mantener o introducir varianzas"
Villarreal
Suma dos partidos seguidos marcando después de estar dos meses sin hacerlo
"En el plano deportivo,"
"Además, los hombres que salieron de refresco aportaron poco al equipo, lo que le ayudaría en la decisión de repetir once"
"Con un gol en el 78 encarrilaron el choque, pero"
"y se quedaron con la miel en los labios  Pese a ello su distancia con el descenso en cómoda, pero no quieren tardan en seguir sumando para lograr la tranquilidad cuanto antes"
Betis
"Los amarillos acumulan dos reveses complicados y los béticos llegan tras perder en la última jornada sobre la bocina, por lo que quieren redimirse"
Previa del Betis vs Villarreal: 30º jornada de LaLiga Santander
Bienvenido a la narración del
de la
que se disputa el martes a las 21:30 horas
"Ponemos punto final a la retransmisión del Barcelona 3-0 Sevilla  Gracias por elegir AS para seguirlo, nos depedimos con"
Un saludo
"Tras el partido, en sala de prensa, Luis Enrique ha destacado la labor de Iniesta"
Sus goles ante el Sevilla mantienen a Messi y Suárez como pichichis de la liga
Umtiti sigue siendo talismán para el Barça
El Barça se pone primero a falta de lo que haga el Real Madrid  Luis Suárez da la lína a seguir tras el partido
El Barça hace sus mejores números con Luis Enrique en casa
": ""La primera parte no hemos estado al nivel, los errores con el balón nos han penalizado y a la contra nos han matado  No hay dudas, hemos cometido errores que no debíamos de hacer y hay que corregir  No estamos en una buena racha, lo que tenemos que hacer es estar unidos para poder dar la vuelta a la situación"""
"El Barça fue muy superior en la primera mitad y se dejó ir en la segunda  El Sevilla no tuvo reacción, y aunque Sarabia lo intentó fue el único que puso una pizca diferente en el ataque hispalense"
Final del partido: Barcelona 3-0 Sevilla
"! Neymar condujo el balón sin presión, vio la oportunidad y sacó un zapatazo desde la frontal que repelió bien el arquero hispalense"
"Doble falta consecutiva de Vitolo, que estaba molesto  En la segunda vio la segunda cartulina amarilla y acabó en la caseta un minuto antes que el resto"
Dos minutos de tiempo añadido
"Neymar pisaba área, se cruzó Escudero para cortar"
"Muchas faltas en los últimos minutos, se está jugando poco"
Amarilla para Aleñá
"Ve la tarjeta y se retira Rakitic, entra el canterano Aleñá"
"Rakitic agarró claro a Jovetic, que se iba sin peligro  Buscó la tarjeta, es la quinta"
"¡Doble ocasión para el Barça! Salió rápido el Barça, Iniesta vio el desmarque de Alcacer  Despejó Sergio Rico tras una buena salida, en la segunda ocaisón, también la sacó el arquero"
"Se retira Piqué en otra atronadora ovación, entra Lucas Digné"
"Agota cambios el Sevilla, se retira Iborra entra en su lugar y Jovetic"
"Vitolo para Mariano, buscó el centro, pero Umtiti se cruzó para sacar el peligro  En el corner, despejó fácil el cuadro culé"
"Vitolo quería salir con el balón, podía quedar el Barça descolocado y Busquets cometió la falta, clara, para cortar la jugada y ver la cartulina"
"! Entró hasta el área tocando el Barça, Messi vio la carrera de Iniesta, la puso, pero el mediocentro no llegó al balón"
"Centro de Sarabia desde la izquierda, despejó Umtiti  Se está acercando el Sevilla"
"Pone Correa el centro, repele la zaga culé"
Primer cambio de Luis Enrique
ovacionado por el público
"! Está siendo muy activo Sarabia, se inventó una pared en la frontal para acabar remantando en área pequeña  Se fue alto el disparo"
"! De nuevo trenzó jugada el Sevilla, Sarabia llegó desde atrás para sacar un disparo seco que pegó en el pecho del arquero blaugrana"
"El Barça está siendo permisivo con el Sevilla y los hispalenses lo comienzan a aprovechar  Jugada trenzada que acabó en los pies de Correa, que buscó controlar, pero se cruzó Mascherano  En el corner despejó fácil el Sevilla"
"Se duele Rakitic tras un choque con Nico Pareja, el colegiado no pitó nada"
Ve la cartulina Vitolo al cortar una acción sobre Neymar que podía suponer una nueva contra
"Sale a la contra Neymar  El brasileño la puso para Messi, quien intentó el centro que buscaba a Piqué, cortó la defensa hispalense"
"El Sevilla está pisando ya área blaugrana, pero el peligro no llega"
Paco Alcácer comienza a calentar
"! Sergio Rico recibió un balón en el área, llegó justo y Luis Suárez robó  El balón cayó a Messi, que tenía a Rakitic en el centro, pero buscó picar el balón y el arquero se rehizo para quedarse con el cuero"
"El Sevilla ha salido con la intención de llevarse el balón, de momento lo tiene, pero cuando pisa campo contrario el Barça roba fácil"
"Arranca el choque, lo hace con oble cambio en el Sevilla  Entran Sarabia y Kranevitter, se retiran Nasri y Mercado"
Segunda parte: Barcelona 3-0 Sevillla
El Sevilla ha provocado la mejor entrada en el Camp Nou  85 511 espectadores
"Con la de hoy, Luis Suárez suma once asistencias en esta liga  El que más"
"El Sevilla ha salido a defender y cuando se ha estirado el Barça le cogió la espalda tres veces, para hacer los tres goles  Los culés jugando a placer, los hispalenses muy desdibujados, con mucho espacio entre líneas cuando se estiran y tras los tres goles sin ideas"
Descanso: Barcelona 3-0 Sevilla
Saca en corto el Barça y pita el final el árbitro
"Jugnado el Barça muy cómodo, Messi recibió en el pico del área, disparó, pero despejó el Barça"
"El Sevilla toca ahora el balón, lo hace en su zona defensiva  El Barça presiona poco y logra recuperar el balón"
"El cuadro hispalense fue a morder y se estiró en exceso, un pase de Iniesta para la carrera de Neymar volvió a complicarles  Neymar puso el pase de la muerte, de nuevo, para Messi  El argentino controló y Mercado se cruzó para sacar el balón"
"A placer está tocando el Barça, el Sevilla no muerde y los culés tocan con calma"
Amarilla para Iborra después de un plantillazo sobre Neymar en la pugna de un balón
"El Sevilla está ahora mismo noqueado, no sabe como frenar al Barça  Los azulgranas se gustan y no cejan en su intento de ampliar la renta"
"! Vendabal azulgrana, en seis minutos tres goles  Puso el corner Neymar, el cuero le cayó muerto a Messi, que le pegó de primeras para hacer el tercer gol"
"El Sevilla quiere tomar el balón después de los dos goles que ha encajado, de momento lo hace de manera estéril"
"! En tres minutos marca dos goles el Sevilla  De nuevo salió rápido el cuadro local  Rakitic puso el pase para Neymar, quien apuró línea de fondo y puso el pase de la muerte, atrás, para que Messi a placer batiese a Sergio Rico"
"! Salió a la contra el cuadro azulgrana  Messi la condujo, se echó a tres defensas encimas y puso el pase  Mercado se fue al suelo para cortarlo, pero el rechace la cayó a"
"Replica Neymar en la otra portería, hace la diagonal y saca un disparo cruzado que se va desviado"
"! Falta desde la línea de tres cuartos a favor de los andaluces, entró Vitolo sólo al remate y el cuero se fue alto  Los hispalenses llegan menos, pero cuando lo hacen son más certeros"
"Suárez y Neymar buscaban la combinación, no se entendieron y el cuero se fue largo"
"El Sevilla se ha estirado, pero el Barça sigue siendo el dueño del balón"
! Buscó el Barça salir con el
", Nzonzi se cruzó y sólo ante Ter Stegen envió el balón al muñeco"
"Salíó el Sevilla a la contra, la llevaba Correa por banda diestra, Piqué dejó la pierna y vio la cartulina"
Ya reingresa al campo el brasileño
Neymar en la banda para cambiarse las botas
"Saque de esquina que pone Neymar,  no llega nadie al remate"
"El Sevilla de momento renuncia al esférico, el Barça le está metiendo en su propia área"
"El Barça mueve el balón, el Sevilla de momento espera agazapado"
"Ya rueda el balón, primera posesión para el Barça"
Primera parte: Barcelona vs Sevilla
Se está guardando un minuto de silencio en el Nou Camp
"Busquets se convierte hoy en el octavo jugador, en solitario, con más partidos con la elástica azulgrana"
"Así salió el Sevilla a calentar, ahora están a punto de retirarse al vestuario"
El Barça tiene grandes recuerdos del Sevilla
El Barça ya calienta sobre el Camp Nou
"Sampaoli, en la previa, confiado en que su equipo saldrá de la mala situación de resultados"
": Sergio Rico, Mariano, Mercado, Pareja, Lenglet, Escudero, Nzonzi, Nasri, Iborra, Vitolo y Correa"
Alineación del Sevilla ante el Barcelona
Luis Enrique
": Ter Stegen, Mascherano, Piqué, Umtiti, Busquets, Iniesta, Rakitic, Sergi Roberto, Neymar, Messi y Luis Suárez"
Alineación del Barcelona ante el Sevilla
El Sevilla ya está en el Camp Nou
"Sampaoli también dispone de todos sus jugadores disponibles  Vuelven Mercado y Escudero, quienes apuntan al once, se quedan fuera por decisión técnica Vietto, Ganso y Montoya"
"Queda una hora y quince minutos para que ruede el balón en el partidazo del Nou Camp  De momento no hay onces, momento entonces para repasar las convocatorias  El Barça va con todo, Mathieu fuera por decisión técnica; Rafinha, Arda y Aleix Vidal, por lesión"
"Antes del partido, José Antonio Reyes ha visitado a sus excompañeros en el hotel de concentración"
"Bienvenido a la retransmisión del encuentro entre Barcelona y Sevilla, sin duda el partido de la jornada trigésima de la LaLiga Santander"
El delantero francés será la referencia ofensiva del Sevilla en el Camp Nou e intentará mejorar sus nueve tantos actuales en Liga
"El técnico del Sevilla, César Sampaoli, intentará adaptar un once competitivo que acabe con la mala racha del equipo y que logré una victoria balsámica para el tramo final de la temporada"
El Sevilla buscará además romper su maldición en el
Unos resultados que se reflejan a la perfección en el balance goleador azulgrana por 212 goles a 69 sevillistas
"Deberá el Sevilla afrontar la visita al Camp Nou con el traje de cuarto mejor visitante de la Liga Santander, ese que gracias a siete victorias y cuatro empates le ha permitido 25 puntos de los 45 posibles"
El bajón físico es evidente y los malos resultados han hecho acto de presencia en un conjunto sevillista que no conoce la victoria en las últimas cuatro semanas  Un mal periplo aderezado por la eliminación en Champions que le ha llevado caer a la cuarta plaza en detrimento del Atlético
El Sevilla visita al Barcelona en el Camp Nou esta jornada 30 de la Liga Santander en un encuentro fundamental para los hispalenses si no quieren perder el ritmo de la tercera plaza
SEVILLA
